,model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
3414, I10,2016,7699,Semi-Auto,20603,Petrol,150,47.9,1.2
3415, I10,2016,7500,Manual,21619,Petrol,30,57.6,1.2
3416, I30,2019,13990,Manual,4000,Petrol,145,45.6,1.0
3417, Tucson,2018,18199,Semi-Auto,16172,Diesel,145,57.7,1.7
3418, I10,2018,8250,Manual,9120,Petrol,145,60.1,1.0
3419, Tucson,2016,10991,Manual,108000,Diesel,125,58.9,2.0
3420, I10,2017,7999,Automatic,20664,Petrol,145,47.9,1.2
3421, Kona,2019,13970,Manual,7178,Petrol,145,44.1,1.0
3422, I10,2017,7495,Manual,8438,Petrol,150,60.1,1.0
3423, I30,2016,9795,Manual,42310,Diesel,20,72.4,1.6
3424, I40,2016,8770,Manual,61554,Diesel,125,60.1,1.7
3425, I30,2017,9995,Semi-Auto,39621,Petrol,145,51.4,1.4
3426, I20,2016,5490,Manual,88000,Diesel,20,68.9,1.4
3427, I10,2013,3500,Manual,62921,Petrol,20,61.4,1.2
3428, Kona,2018,14298,Manual,8795,Petrol,145,44.1,1.0
3429, I10,2018,8495,Manual,19612,Petrol,150,60.1,1.0
3430, Tucson,2016,16498,Automatic,12163,Diesel,200,46.3,2.0
3431, I30,2017,9499,Manual,35155,Diesel,145,74.3,1.6
3432, I20,2016,7551,Manual,30165,Petrol,30,55.4,1.2
3433, I10,2015,6995,Manual,36188,Petrol,30,57.6,1.2
3434, Kona,2019,14290,Manual,15391,Petrol,145,44.1,1.0
3435, Tucson,2016,15797,Manual,19500,Diesel,125,58.9,2.0
3436, Tucson,2019,15498,Manual,17338,Petrol,145,34.9,1.6
3437, I10,2017,8495,Manual,12583,Petrol,145,57.7,1.2
3438, Santa Fe,2019,29990,Semi-Auto,9993,Diesel,145,42.8,2.2
3439, Tucson,2019,22980,Semi-Auto,9803,Petrol,145,35.8,1.6
3440, I20,2018,9985,Manual,18961,Petrol,150,58.9,1.0
3441, IX20,2017,9998,Manual,12102,Petrol,145,50.4,1.4
3442, I20,2016,8399,Manual,10618,Petrol,30,55.4,1.2
3443, I40,2014,7600,Manual,38406,Diesel,30,62.8,1.7
3444, I10,2016,6130,Manual,19390,Petrol,20,60.1,1.0
3445, I10,2013,5000,Manual,28520,Petrol,20,61.4,0.0
3446, I20,2015,7890,Manual,41590,Petrol,125,51.4,1.4
3447, I10,2017,6695,Manual,43638,Petrol,150,57.7,1.2
3448, Tucson,2018,14500,Manual,14427,Petrol,150,44.8,1.6
3449, I30,2017,11260,Manual,13261,Petrol,145,56.5,1.0
3450, IX20,2017,8690,Manual,9760,Diesel,150,64.2,1.6
3451, I10,2016,6130,Manual,19390,Petrol,20,60.1,1.0
3452, I10,2020,11495,Manual,4000,Petrol,145,56.5,1.0
3453, Tucson,2016,18999,Automatic,20199,Diesel,200,47.1,2.0
3454, I20,2010,3499,Manual,60179,Petrol,150,50.4,1.4
3455, Kona,2018,14798,Manual,6014,Petrol,145,44.1,1.0
3456, I10,2014,6499,Manual,19371,Petrol,30,57.6,1.2
3457, Tucson,2020,18480,Manual,1550,Petrol,145,34.9,1.6
3458, I10,2014,5930,Manual,12590,Petrol,30,57.6,1.2
3459, I30,2015,7498,Manual,38279,Diesel,0,78.4,1.6
3460, I20,2015,6995,Manual,33925,Petrol,125,51.4,1.4
3461, Santa Fe,2019,35495,Semi-Auto,25,Diesel,145,39.8,2.2
3462, I10,2015,5950,Manual,26280,Petrol,30,57.6,1.2
3463, Ioniq,2019,18314,Automatic,6621,Hybrid,135,78.5,1.6
3464, Ioniq,2019,17699,Automatic,9337,Hybrid,135,78.5,1.6
3465, I10,2017,6590,Manual,21009,Petrol,20,60.1,1.0
3466, Tucson,2017,13998,Manual,21679,Diesel,30,61.7,1.7
3467, I20,2014,4990,Manual,63100,Petrol,30,57.6,1.2
3468, I30,2018,11200,Manual,6063,Petrol,145,56.5,1.0
3469, Ioniq,2018,15990,Automatic,10052,Hybrid,135,78.5,1.6
3470, Kona,2018,13698,Manual,11118,Petrol,145,44.1,1.0
3471, I800,2019,18430,Manual,17124,Diesel,150,31.7,2.5
3472, Tucson,2018,17190,Semi-Auto,35400,Diesel,145,57.7,1.7
3473, I30,2016,9600,Manual,20394,Petrol,145,48.7,1.4
3474, I20,2019,13495,Automatic,13337,Petrol,145,49.6,1.0
3475, Ioniq,2017,17149,Automatic,10329,Hybrid,135,78.5,1.6
3476, IX20,2018,10195,Manual,11038,Petrol,145,50.4,1.4
3477, I30,2012,4980,Manual,52548,Petrol,150,47.1,1.4
3478, I20,2016,10000,Manual,21010,Petrol,125,51.4,1.4
3479, Tucson,2018,17995,Manual,13668,Diesel,150,48.7,1.6
3480, Kona,2019,14985,Manual,7896,Petrol,145,44.1,1.0
3481, Ioniq,2018,17297,Automatic,1675,Hybrid,135,78.5,1.6
3482, I800,2017,12819,Manual,44812,Diesel,300,37.7,2.5
3483, Tucson,2017,11750,Manual,40195,Diesel,30,61.7,1.7
3484, Ioniq,2019,15970,Automatic,8601,Hybrid,135,78.5,1.6
3485, I10,2016,7250,Manual,23552,Petrol,30,57.6,1.2
3486, Ioniq,2019,18491,Semi-Auto,2801,Hybrid,135,78.5,1.6
3487, Tucson,2017,13100,Manual,21119,Diesel,30,61.7,1.7
3488, Tucson,2019,15498,Manual,11757,Petrol,145,34.9,1.6
3489, Kona,2018,14990,Manual,27317,Petrol,145,52.3,1.0
3490, Tucson,2018,16285,Semi-Auto,11508,Diesel,145,57.6,1.7
3491, Tucson,2016,15199,Automatic,10682,Diesel,125,57.6,1.7
3492, I30,2015,7560,Manual,33830,Diesel,0,78.4,1.6
3493, I10,2017,6991,Manual,23768,Petrol,145,60.1,1.0
3494, I10,2019,9195,Manual,2323,Petrol,145,49.6,1.0
3495, Tucson,2019,18790,Semi-Auto,9854,Petrol,145,36.2,1.6
3496, Santa Fe,2019,31441,Automatic,4000,Diesel,145,42.8,2.2
3497, Tucson,2016,16995,Manual,25910,Diesel,200,47.9,2.0
3498, I20,2016,8350,Manual,28387,Petrol,30,56.5,1.2
3499, I30,2015,6691,Manual,51641,Diesel,0,78.4,1.6
3500, I10,2016,5910,Manual,21000,Petrol,20,60.1,1.0
3501, Tucson,2017,11998,Manual,55625,Diesel,30,61.7,1.7
3502, I10,2020,14995,Semi-Auto,516,Petrol,145,49.6,1.2
3503, I10,2015,6090,Manual,11166,Petrol,30,57.6,1.2
3504, IX35,2015,8090,Manual,64708,Diesel,150,53.3,1.7
3505, I10,2016,6395,Manual,9723,Petrol,20,60.1,1.0
3506, Kona,2019,14245,Manual,2642,Petrol,145,44.1,1.0
3507, I800,2018,14795,Manual,37530,Diesel,145,37.7,2.5
3508, I20,2019,11499,Manual,4264,Petrol,145,47.9,1.0
3509, I10,2016,6995,Manual,30456,Petrol,30,57.6,1.2
3510, I10,2017,9180,Manual,10000,Petrol,150,57.7,1.2
3511, Tucson,2016,15999,Automatic,11472,Diesel,125,57.6,1.7
3512, I10,2017,7495,Manual,19500,Petrol,145,57.6,1.2
3513, I10,2018,7750,Manual,19407,Petrol,150,60.1,1.0
3514, I40,2016,9700,Manual,15887,Diesel,30,65.7,1.7
3515, Ioniq,2017,14895,Automatic,27860,Hybrid,0,78.5,1.6
3516, Ioniq,2019,19936,Automatic,8000,Hybrid,135,78.5,1.6
3517, IX20,2018,12000,Automatic,13000,Petrol,150,43.5,1.6
3518, Tucson,2019,26000,Semi-Auto,500,Hybrid,145,50.4,1.6
3519, Tucson,2016,12289,Manual,50193,Diesel,30,61.7,1.7
3520, I10,2015,7595,Semi-Auto,10457,Petrol,145,47.9,1.2
3521, Tucson,2019,15498,Manual,14461,Petrol,150,34.9,1.6
3522, Tucson,2019,14495,Manual,17642,Petrol,145,35.3,1.6
3523, Santa Fe,2019,32995,Semi-Auto,30,Diesel,145,40.9,2.2
3524, Kona,2019,17990,Semi-Auto,4461,Diesel,145,52.3,1.6
3525, I30,2015,7798,Manual,36312,Petrol,145,48.7,1.4
3526, I20,2013,4670,Manual,49252,Diesel,0,74.3,1.1
3527, Tucson,2017,12000,Manual,2236,Petrol,160,44.8,1.6
3528, Ioniq,2018,16498,Automatic,16790,Hybrid,135,78.5,1.6
3529, Tucson,2016,13800,Manual,27311,Diesel,30,61.7,0.0
3530, IX20,2017,10080,Automatic,22658,Petrol,145,43.5,1.6
3531, I10,2014,4887,Manual,37875,Petrol,20,60.1,1.0
3532, IX20,2015,7998,Manual,20077,Petrol,125,50.4,1.4
3533, I20,2017,9299,Manual,6299,Petrol,145,58.9,1.2
3534, I30,2018,12989,Manual,12721,Petrol,145,52.3,1.4
3535, I10,2015,6499,Manual,37254,Petrol,30,57.6,1.2
3536, Kona,2019,18995,Manual,7540,Petrol,145,44.1,1.0
3537, I30,2018,9525,Manual,33811,Diesel,145,74.3,1.6
3538, I10,2018,8750,Manual,18382,Petrol,145,57.7,1.2
3539, Tucson,2016,15798,Manual,35030,Diesel,145,54.3,2.0
3540, I10,2018,11250,Semi-Auto,11006,Petrol,150,47.9,1.2
3541, Santa Fe,2019,33950,Automatic,6813,Diesel,145,39.2,2.2
3542, I30,2017,12250,Automatic,19367,Petrol,145,51.4,1.4
3543, I10,2018,8995,Semi-Auto,25968,Petrol,150,47.9,1.2
3544, Santa Fe,2017,17995,Manual,30956,Diesel,200,47.1,2.2
3545, I10,2016,7499,Manual,19000,Petrol,20,60.1,1.0
3546, I20,2018,10000,Manual,13976,Petrol,150,58.9,1.2
3547, Santa Fe,2019,34998,Semi-Auto,4133,Diesel,145,39.2,2.2
3548, Kona,2019,14497,Manual,2499,Petrol,145,44.1,1.0
3549, Santa Fe,2015,18992,Semi-Auto,11673,Diesel,265,41.5,2.2
3550, Tucson,2017,16990,Manual,7608,Petrol,145,38.7,1.6
3551, Ioniq,2017,16290,Automatic,11651,Hybrid,135,78.5,1.6
3552, Tucson,2017,12798,Manual,27742,Diesel,30,61.7,1.7
3553, Tucson,2017,13498,Manual,35003,Diesel,30,61.7,1.7
3554, I10,2018,12499,Semi-Auto,8056,Petrol,145,47.9,1.2
3555, IX20,2017,8199,Manual,8564,Diesel,145,64.2,1.6
3556, I10,2013,3790,Manual,64500,Petrol,20,61.4,1.2
3557, IX35,2013,6998,Manual,46245,Diesel,145,48.7,1.7
3558, IX20,2013,6995,Automatic,50150,Petrol,200,43.6,1.6
3559, Tucson,2019,25980,Automatic,5792,Hybrid,145,50.4,1.6
3560, Tucson,2016,13999,Automatic,18252,Diesel,125,57.6,1.7
3561, I10,2018,8000,Manual,4705,Petrol,145,57.7,1.2
3562, I30,2020,19890,Semi-Auto,2083,Petrol,145,44.1,1.4
3563, Tucson,2019,22000,Semi-Auto,10000,Diesel,145,47.1,1.6
3564, I10,2015,5891,Manual,23234,Petrol,20,60.1,1.0
3565, Tucson,2019,19995,Manual,10,Diesel,150,48.7,1.6
3566, IX35,2015,8991,Manual,40096,Diesel,145,54.3,1.7
3567, I10,2017,6950,Manual,17720,Petrol,145,57.7,1.2
3568, I10,2019,8495,Manual,9487,Petrol,145,60.1,1.0
3569, Ioniq,2017,14795,Automatic,31490,Hybrid,0,78.5,1.6
3570, Kona,2018,13298,Manual,5801,Petrol,145,52.3,1.0
3571, Tucson,2016,11900,Manual,37692,Diesel,30,61.7,1.7
3572, IX20,2017,10290,Automatic,19825,Petrol,160,43.5,1.6
3573, Kona,2019,14960,Manual,150,Petrol,145,44.1,1.0
3574, I10,2019,8470,Manual,9586,Petrol,145,60.1,1.0
3575, I10,2017,7290,Manual,12351,Petrol,145,60.1,1.0
3576, I10,2017,5740,Manual,53329,Petrol,30,57.6,1.2
3577, Tucson,2018,16995,Manual,18157,Diesel,145,48.7,1.6
3578, I800,2016,12000,Automatic,55088,Diesel,330,33.6,2.5
3579, Tucson,2017,13095,Manual,26596,Petrol,145,44.8,1.6
3580, I30,2017,9499,Manual,35138,Diesel,145,74.3,1.6
3581, I30,2009,2250,Manual,116000,Diesel,30,60.1,1.6
3582, Tucson,2019,26995,Automatic,1000,Hybrid,145,50.4,1.6
3583, I40,2019,17990,Semi-Auto,8651,Diesel,145,53.3,1.6
3584, I10,2017,6300,Manual,31513,Petrol,145,60.1,1.0
3585, Kona,2020,25195,Automatic,1500,Hybrid,135,52.3,1.6
3586, I10,2017,6830,Manual,13810,Petrol,20,60.1,1.0
3587, Tucson,2019,15498,Manual,17325,Petrol,145,34.9,1.6
3588, Tucson,2017,16499,Manual,15506,Petrol,145,38.7,1.6
3589, I30,2016,10695,Automatic,11511,Petrol,200,41.5,1.6
3590, I10,2019,7990,Manual,5000,Petrol,145,60.1,1.0
3591, IX20,2016,8298,Manual,28355,Petrol,125,50.4,1.4
3592, I10,2019,9491,Manual,3500,Petrol,145,49.6,1.0
3593, Kona,2018,12498,Manual,17789,Petrol,145,52.3,1.0
3594, Tucson,2017,12000,Manual,17059,Diesel,30,61.7,1.7
3595, Tucson,2019,14995,Manual,10193,Petrol,145,34.9,1.6
3596, I20,2017,7995,Manual,2812,Petrol,30,58.9,1.2
3597, Tucson,2019,17500,Manual,3966,Petrol,145,34.9,1.6
3598, Santa Fe,2017,19750,Semi-Auto,21891,Diesel,240,42.8,2.2
3599, Tucson,2016,14990,Manual,46759,Diesel,150,54.3,2.0
3600, I10,2010,2950,Manual,62000,Petrol,30,56.5,1.2
3601, Tucson,2017,13989,Manual,26991,Petrol,145,44.8,1.6
3602, I10,2018,7259,Manual,31995,Petrol,145,60.1,1.0
3603, Terracan,2003,3290,Manual,78000,Diesel,325,32.8,2.9
3604, Tucson,2019,21490,Manual,101,Petrol,145,34.9,1.6
3605, Tucson,2016,14200,Manual,18093,Diesel,30,61.7,1.7
3606, I20,2016,6400,Manual,45770,Petrol,20,60.1,1.2
3607, Kona,2019,15292,Manual,11088,Petrol,150,44.1,1.0
3608, Tucson,2017,14498,Semi-Auto,18701,Diesel,125,57.6,1.7
3609, I20,2017,8691,Manual,12814,Petrol,145,58.9,1.2
3610, Tucson,2017,13695,Manual,9476,Petrol,145,44.8,1.6
3611, I10,2017,7500,Manual,28076,Petrol,145,57.7,1.2
3612, Tucson,2020,22495,Manual,2000,Diesel,145,48.7,1.6
3613, I30,2014,5849,Manual,46793,Diesel,0,76.3,1.6
3614, Tucson,2016,12500,Automatic,32184,Diesel,125,57.6,1.7
3615, Tucson,2018,14970,Manual,10354,Petrol,145,44.8,1.6
3616, Santa Fe,2018,30500,Automatic,15157,Diesel,145,39.2,2.2
3617, Santa Fe,2011,5395,Manual,130000,Diesel,265,41.5,2.2
3618, IX20,2013,7234,Automatic,48666,Petrol,200,43.6,1.6
3619, IX35,2015,8495,Manual,59629,Diesel,150,53.3,1.7
3620, Tucson,2016,17100,Manual,14956,Diesel,145,54.3,2.0
3621, Santa Fe,2016,15299,Manual,52265,Diesel,200,47.1,2.2
3622, Kona,2018,11750,Manual,20555,Petrol,145,52.3,1.0
3623, I30,2016,8789,Semi-Auto,37023,Diesel,20,72.4,1.6
3624, I20,2019,15702,Automatic,835,Petrol,145,49.6,1.0
3625, Tucson,2018,17495,Semi-Auto,22983,Petrol,145,39.8,1.6
3626, Kona,2018,15850,Manual,5357,Petrol,145,44.1,1.0
3627, I10,2017,6220,Manual,26154,Petrol,145,60.1,1.0
3628, I30,2015,8899,Manual,27839,Diesel,20,72.4,1.6
3629, I30,2014,7420,Automatic,43057,Diesel,160,51.4,1.6
3630, Tucson,2018,14594,Manual,20,Diesel,145,61.7,1.7
3631, I10,2017,7000,Manual,14725,Petrol,20,60.1,1.0
3632, I10,2017,7798,Manual,30891,Petrol,150,60.1,1.0
3633, I30,2019,23995,Manual,30,Petrol,145,34.0,2.0
3634, Tucson,2016,12495,Manual,25224,Diesel,30,61.7,1.7
3635, IX35,2014,7298,Manual,71289,Diesel,145,53.3,1.7
3636, Tucson,2018,16995,Manual,18856,Petrol,150,38.7,1.6
3637, Santa Fe,2019,33495,Semi-Auto,6209,Diesel,145,39.2,2.2
3638, Tucson,2016,11798,Manual,40540,Diesel,30,61.7,1.7
3639, I20,2017,8990,Manual,14923,Petrol,145,62.8,1.0
3640, I10,2019,10349,Semi-Auto,16605,Petrol,150,47.9,1.2
3641, Tucson,2019,26980,Semi-Auto,2984,Hybrid,145,50.4,1.6
3642, IX20,2016,8489,Manual,15135,Petrol,125,50.4,1.4
3643, I20,2015,7446,Manual,26061,Petrol,30,55.4,1.2
3644, Tucson,2017,14924,Semi-Auto,27080,Diesel,125,57.6,1.7
3645, Tucson,2018,21839,Manual,9398,Petrol,145,35.8,1.6
3646, Ioniq,2019,20400,Automatic,2810,Hybrid,135,78.5,1.6
3647, Tucson,2017,12995,Manual,35160,Diesel,30,61.7,1.7
3648, Ioniq,2019,21995,Automatic,7138,Hybrid,135,62.8,1.6
3649, I10,2018,6895,Manual,30842,Petrol,145,60.1,1.0
3650, I40,2013,5995,Manual,83898,Diesel,30,65.7,1.7
3651, IX20,2014,5999,Manual,41960,Petrol,125,50.4,1.4
3652, Tucson,2017,15490,Manual,7000,Diesel,145,61.4,1.7
3653, Kona,2019,22995,Automatic,7635,Hybrid,135,52.3,1.6
3654, IX20,2016,8500,Manual,27000,Petrol,125,50.4,1.4
3655, I10,2014,4898,Manual,41063,Petrol,20,60.1,1.0
3656, Ioniq,2018,17700,Automatic,11333,Hybrid,135,78.5,1.6
3657, I30,2013,4495,Manual,88000,Diesel,0,76.3,1.6
3658, I10,2019,8970,Manual,9290,Petrol,145,57.6,1.2
3659, Ioniq,2018,18970,Automatic,14886,Hybrid,135,256.8,1.6
3660, Tucson,2017,11998,Manual,24049,Diesel,150,61.7,1.7
3661, I800,2018,15800,Manual,33387,Diesel,150,31.7,2.5
3662, I20,2017,8290,Manual,24496,Petrol,145,65.7,1.0
3663, I20,2017,7499,Manual,35513,Petrol,145,55.4,1.2
3664, I10,2017,6798,Manual,32716,Petrol,145,57.7,1.2
3665, Tucson,2016,12600,Manual,35474,Diesel,30,61.7,1.7
3666, IX20,2017,9798,Manual,8303,Petrol,125,50.4,1.4
3667, Tucson,2016,15995,Manual,36238,Diesel,150,54.3,2.0
3668, I10,2014,4495,Manual,53910,Petrol,20,61.4,1.2
3669, Tucson,2019,18843,Manual,3000,Petrol,145,34.9,1.6
3670, I20,2018,9998,Manual,13546,Petrol,145,46.3,1.2
3671, Tucson,2016,15995,Manual,24340,Diesel,125,58.9,2.0
3672, I10,2017,8991,Semi-Auto,15917,Petrol,145,47.9,1.2
3673, Tucson,2018,13998,Manual,29315,Petrol,145,44.8,1.6
3674, I10,2014,5750,Manual,20303,Petrol,30,57.6,1.2
3675, I10,2013,4499,Manual,37570,Petrol,20,61.4,1.2
3676, Tucson,2015,10998,Manual,47284,Diesel,30,61.7,1.7
3677, Tucson,2017,16794,Manual,26421,Diesel,150,61.7,1.7
3678, I10,2018,7685,Manual,8043,Petrol,145,60.1,1.0
3679, Ioniq,2017,16999,Automatic,11062,Hybrid,0,78.5,1.6
3680, I10,2017,6900,Manual,31534,Petrol,145,57.7,1.2
3681, Kona,2019,15469,Manual,10,Petrol,145,44.1,1.0
3682, I30,2018,10600,Manual,12304,Diesel,145,74.3,1.6
3683, I10,2018,7800,Manual,17397,Petrol,150,60.1,0.0
3684, Tucson,2017,12996,Semi-Auto,36168,Diesel,125,57.6,1.7
3685, I20,2019,12498,Manual,1023,Petrol,145,46.3,1.2
3686, Ioniq,2018,14995,Automatic,15946,Hybrid,135,78.5,1.6
3687, Ioniq,2018,16995,Semi-Auto,9192,Hybrid,135,78.5,1.6
3688, I30,2018,12495,Manual,17271,Petrol,145,52.3,1.4
3689, Tucson,2017,14298,Semi-Auto,25630,Diesel,125,57.6,1.7
3690, Ioniq,2019,21000,Automatic,2479,Hybrid,135,78.5,1.6
3691, I10,2016,6689,Manual,29200,Petrol,30,57.6,1.2
3692, I10,2018,7291,Manual,14062,Petrol,145,60.1,1.0
3693, Tucson,2019,15790,Manual,13076,Petrol,150,34.9,1.6
3694, Tucson,2016,14199,Automatic,30300,Diesel,125,57.6,1.7
3695, I20,2017,8500,Manual,19000,Petrol,150,58.9,1.2
3696, I30,2015,6998,Manual,30010,Petrol,150,47.1,1.4
3697, I30,2016,7500,Manual,51236,Diesel,20,72.4,1.6
3698, I10,2015,6620,Manual,20905,Petrol,30,57.6,1.2
3699, IX20,2017,10298,Automatic,9595,Petrol,160,43.5,1.6
3700, I10,2018,7995,Manual,5145,Petrol,145,60.1,1.0
3701, Santa Fe,2017,19500,Automatic,18543,Diesel,140,42.8,2.2
3702, Santa Fe,2016,18295,Semi-Auto,22404,Diesel,235,42.2,2.2
3703, I10,2017,6230,Manual,32360,Petrol,145,57.7,1.2
3704, IX20,2016,9995,Automatic,3000,Petrol,160,43.5,1.6
3705, Tucson,2017,15998,Semi-Auto,5060,Diesel,125,57.6,1.7
3706, Tucson,2017,15295,Semi-Auto,19942,Diesel,125,57.6,1.7
3707, I800,2018,15999,Automatic,30038,Diesel,145,31.7,2.5
3708, Tucson,2015,10298,Manual,69085,Diesel,30,61.7,1.7
3709, I10,2019,9491,Manual,4000,Petrol,145,49.6,1.0
3710, I20,2017,8980,Manual,19302,Petrol,145,62.8,1.0
3711, Santa Fe,2019,33999,Semi-Auto,3735,Diesel,145,39.2,2.2
3712, Kona,2019,21299,Semi-Auto,6439,Petrol,145,37.7,1.6
3713, I20,2019,10871,Manual,8114,Petrol,150,46.3,1.2
3714, I10,2017,6560,Manual,15628,Petrol,20,60.1,1.0
3715, Tucson,2019,24989,Manual,4426,Hybrid,145,47.9,1.6
3716, Santa Fe,2018,19099,Semi-Auto,31350,Diesel,145,42.8,2.2
3717, IX35,2014,9295,Manual,31172,Diesel,145,53.3,1.7
3718, Kona,2019,22995,Semi-Auto,10,Petrol,145,37.7,1.6
3719, I10,2012,3995,Manual,22089,Petrol,20,61.4,1.2
3720, I10,2017,8500,Semi-Auto,15526,Petrol,150,47.9,1.2
3721, Tucson,2017,18330,Manual,15899,Diesel,145,54.3,2.0
3722, I20,2017,9295,Manual,23000,Petrol,145,58.9,1.2
3723, Santa Fe,2017,17998,Semi-Auto,21615,Diesel,235,42.8,2.2
3724, Kona,2019,16995,Manual,6250,Petrol,145,44.1,1.0
3725, I30,2015,9600,Manual,25788,Petrol,235,38.7,1.6
3726, Tucson,2016,14698,Manual,13254,Diesel,145,54.3,2.0
3727, I10,2020,12980,Manual,539,Petrol,145,55.4,1.2
3728, I20,2017,8795,Manual,10670,Petrol,145,58.9,1.2
3729, I10,2016,6850,Manual,32005,Petrol,30,57.6,1.2
3730, I10,2018,9499,Manual,8000,Petrol,150,60.1,1.0
3731, IX20,2015,8500,Automatic,24610,Petrol,205,43.6,1.6
3732, I10,2015,6495,Manual,18394,Petrol,30,57.6,1.2
3733, Santa Fe,2016,17000,Manual,20578,Diesel,200,47.1,2.2
3734, I10,2018,8500,Manual,12948,Petrol,145,60.1,0.0
3735, I20,2019,9795,Manual,6979,Petrol,145,46.3,1.2
3736, I10,2017,8495,Manual,23000,Petrol,145,57.7,1.2
3737, I20,2016,8796,Manual,25344,Petrol,20,58.9,1.0
3738, I30,2016,8417,Manual,26199,Petrol,145,48.7,1.4
3739, I10,2017,6390,Manual,35000,Petrol,145,57.7,1.2
3740, Santa Fe,2019,32149,Semi-Auto,10000,Diesel,145,39.2,2.2
3741, I10,2019,13495,Semi-Auto,2034,Petrol,150,47.9,1.2
3742, I30,2015,8375,Automatic,12939,Petrol,200,41.5,1.6
3743, Tucson,2016,11998,Manual,31022,Diesel,30,61.7,1.7
3744, I10,2015,6995,Manual,7516,Petrol,20,60.1,1.0
3745, Tucson,2017,13195,Manual,27563,Diesel,30,61.7,1.7
3746, Kona,2018,13300,Manual,13439,Petrol,145,52.3,1.0
3747, I10,2013,4390,Manual,29089,Petrol,20,61.4,1.2
3748, I10,2017,6989,Manual,13625,Petrol,20,60.1,1.0
3749, I10,2018,7569,Manual,16453,Petrol,145,57.7,1.2
3750, Tucson,2017,16430,Manual,26500,Diesel,145,54.3,2.0
3751, I10,2019,9995,Manual,100,Petrol,145,49.6,1.0
3752, Tucson,2019,22600,Semi-Auto,9300,Petrol,145,36.2,1.6
3753, I10,2018,7600,Manual,5800,Petrol,145,60.1,1.0
3754, I10,2020,12495,Manual,500,Petrol,145,53.3,1.0
3755, Tucson,2017,13498,Manual,22714,Diesel,145,61.7,1.7
3756, I20,2014,4950,Manual,46598,Petrol,30,57.6,1.2
3757, I20,2018,10399,Manual,4200,Petrol,145,46.3,1.2
3758, Tucson,2017,13498,Manual,21025,Diesel,30,61.7,1.7
3759, Ioniq,2017,12990,Automatic,38249,Hybrid,140,78.5,1.6
3760, Tucson,2018,14498,Manual,37305,Petrol,145,34.9,1.6
3761, I30,2018,9299,Manual,21859,Petrol,145,56.5,1.0
3762, I10,2010,3299,Manual,14360,Petrol,30,56.5,1.2
3763, I20,2016,7250,Manual,32182,Petrol,30,58.9,1.2
3764, Kona,2019,19995,Semi-Auto,10,Petrol,145,37.7,1.6
3765, I10,2018,7995,Manual,7594,Petrol,145,60.1,1.0
3766, I20,2015,7390,Manual,28300,Petrol,125,51.4,1.4
3767, I30,2018,11640,Manual,15424,Petrol,145,52.3,1.4
3768, Tucson,2017,12395,Manual,18679,Diesel,30,61.7,1.7
3769, I10,2017,7295,Manual,32000,Petrol,150,57.7,1.2
3770, Ioniq,2019,18981,Automatic,5082,Petrol,135,78.5,1.6
3771, Ioniq,2017,15890,Automatic,11018,Hybrid,0,78.5,1.6
3772, I10,2017,6498,Manual,23455,Petrol,20,60.1,1.0
3773, I30,2019,14999,Manual,16673,Diesel,145,60.1,1.6
3774, Kona,2019,20990,Automatic,144,Petrol,145,37.7,1.6
3775, Ioniq,2017,14495,Automatic,20992,Hybrid,135,78.5,1.6
3776, I10,2019,9491,Manual,4000,Petrol,145,49.6,1.0
3777, Tucson,2018,14364,Manual,12495,Petrol,145,44.8,1.6
3778, I10,2019,9989,Manual,50,Petrol,145,49.6,1.0
3779, Tucson,2019,25499,Semi-Auto,4899,Petrol,145,35.8,1.6
3780, Tucson,2017,15127,Semi-Auto,11353,Diesel,145,57.6,1.7
3781, Tucson,2019,22990,Manual,2899,Petrol,145,34.9,1.6
3782, I30,2015,7998,Manual,21575,Diesel,20,72.4,1.6
3783, I10,2014,5489,Manual,31500,Petrol,30,57.6,1.2
3784, IX35,2015,9000,Manual,41309,Diesel,150,53.3,1.7
3785, Tucson,2017,18750,Manual,15276,Diesel,200,47.9,2.0
3786, Tucson,2016,11500,Manual,38334,Petrol,165,44.8,1.6
3787, Ioniq,2019,20495,Semi-Auto,2125,Hybrid,135,62.8,1.6
3788, I40,2017,11485,Manual,33067,Diesel,145,65.7,1.7
3789, I20,2014,5990,Manual,29872,Petrol,30,57.6,1.2
3790, I20,2017,7995,Manual,21807,Petrol,150,58.9,1.2
3791, Tucson,2017,15299,Semi-Auto,21700,Diesel,150,57.6,1.7
3792, I10,2018,8495,Manual,9002,Petrol,145,60.1,1.0
3793, I20,2016,6980,Manual,34599,Petrol,30,55.4,1.2
3794, I30,2018,10981,Manual,33294,Diesel,145,74.3,1.6
3795, Tucson,2017,14995,Manual,31013,Diesel,30,61.4,1.7
3796, Santa Fe,2019,29490,Automatic,13100,Diesel,145,39.8,2.2
3797, I10,2016,5989,Manual,33403,Petrol,20,60.1,1.0
3798, I20,2016,7297,Manual,22307,Petrol,30,56.5,1.2
3799, I10,2013,4995,Manual,42709,Petrol,20,61.4,1.2
3800, Tucson,2018,14498,Manual,23513,Petrol,145,34.9,1.6
3801, I30,2019,13750,Manual,2813,Petrol,145,45.6,1.0
3802, I20,2016,7691,Manual,24377,Petrol,30,55.4,1.2
3803, I20,2018,8980,Manual,12185,Petrol,145,55.4,1.2
